level,l1,l2,l3,l4,url
L2,Printers & Scanners,Scanners & Scanner Accessories,,,https://www.staples.com/Scanners-Scanner-Accessories/cat_CG350196
L3,Printers & Scanners,Scanners & Scanner Accessories,Scanners,,https://www.staples.com/Scanners/cat_CL158948
L3,Printers & Scanners,Scanners & Scanner Accessories,Scanner Accessories,,https://www.staples.com/Scanner-Accessories-Replacement-Parts/cat_CL168162
L2,Printers & Scanners,All-in-One Printers,,,https://www.staples.com/All-In-One-Printers/cat_CL167883/8v6qy
L2,Printers & Scanners,Inkjet Printers,,,https://www.staples.com/inkjet-printers/cat_CL167883/5553t
L2,Printers & Scanners,Laser Printers,,,https://www.staples.com/laser-printers/cat_CL167883/a9b2x
L2,Printers & Scanners,Wireless Printers,,,https://www.staples.com/Wireless-Printers/cat_CL167883/6gcma
L2,Printers & Scanners,Photo Printers,,,https://www.staples.com/photo-printers/cat_CL167883/7bw2s
L2,Printers & Scanners,Printer Accessories & Replacement Parts,,,https://www.staples.com/Printer-Accessories-Replacement-Parts/cat_CL140828
L2,Printers & Scanners,Home Office Printers,,,https://www.staples.com/home-office-printers/cat_CL167883/ax8nw
L2,Printers & Scanners,3D Printers,,,https://www.staples.com/3D-Printers/cat_CL211598
L2,Printers & Scanners,3D Printer Parts & Accessories,,,https://www.staples.com/3D-Printer-Parts-Accessories/cat_CL214385
L2,Printers & Scanners,Photo Scanners,,,https://www.staples.com/Photo-Scanners/cat_CL158948/abtrd
L2,Printers & Scanners,Document Scanners,,,https://www.staples.com/document-scanners/cat_CL158948/9ylr0
L1,Safety Supplies,,,,https://www.staples.com/Safety-Supplies/cat_SC1718
L2,Safety Supplies,Custom Marketing Materials,,,https://www.staples.com/Custom-Marketing-Materials/cat_CL167719
L2,Safety Supplies,Laminators & Supplies,,,https://www.staples.com/Laminators-Supplies/cat_DP2148
L2,Safety Supplies,Disposable Gloves,,,https://www.staples.com/Disposable-Gloves/cat_CL167009
L2,Safety Supplies,First Aid Kits,,,https://www.staples.com/First-Aid-Kits/cat_CL80401
L2,Safety Supplies,First Aid Cabinets,,,https://www.staples.com/first-aid-cabinets/cat_CL80401/oj5ye
L2,Safety Supplies,AED,,,https://www.staples.com/Defibrillators/cat_CL162006
L2,Safety Supplies,Adhesive Bandages,,,https://www.staples.com/Adhesive-Bandages/cat_CL140885
L2,Safety Supplies,Work Gloves,,,https://www.staples.com/Work-Gloves/cat_CL354511
L2,Safety Supplies,Safety Glasses,,,https://www.staples.com/Safety-Glasses-Goggles-Accessories/cat_CL167003
L2,Safety Supplies,Safety Vests,,,https://www.staples.com/Safety-Vests-High-Visibility-Clothing/cat_CL169143
L2,Safety Supplies,Back Supports,,,https://www.staples.com/Ergonomic-Support/cat_CL167043
L2,Safety Supplies,Eyewash Stations,,,https://www.staples.com/Eyewash-Stations-Showers/cat_CL350695
L2,Safety Supplies,Padlocks,,,https://www.staples.com/Padlocks/cat_CL167001
L2,Safety Supplies,First Aid,,,https://www.staples.com/First-Aid/cat_DP11032
L2,Safety Supplies,Pain Relievers,,,https://www.staples.com/Pain-Relievers/cat_CL140891
L2,Safety Supplies,"Cough, Cold & Flu Medicine",,,https://www.staples.com/Cough-Cold-Flu-Allergy/cat_CL168672
L2,Safety Supplies,Hand Protection,,,https://www.staples.com/Gloves-Hand-Protection/cat_DP350295
L2,Safety Supplies,Emergency & Trauma Response,,,https://www.staples.com/Emergency-Preparedness/cat_CL164832
L2,Safety Supplies,"CPR, AED & First Aid Training",,,https://www.staples.com/First-Aid-AED-CPR-Training-Program-Management/cat_CL354615
L2,Safety Supplies,Patient Care,,,https://www.staples.com/Healthcare-Supplies/cat_SC1929
L2,Safety Supplies,Exam Table Paper,,,https://www.staples.com/Exam-Table-Paper/cat_CL161993
L2,Safety Supplies,Exam Room Status Flags,,,https://www.staples.com/Exam-Room-Status-Flags/cat_CL162013
L2,Safety Supplies,Blood Pressure Monitors,,,https://www.staples.com/Blood-Pressure-Monitors/cat_CL162004
L2,Safety Supplies,Thermometers,,,https://www.staples.com/Medical-Thermometers/cat_CL167138
L2,Safety Supplies,Scales,,,https://www.staples.com/Health-Body-Weight-Scales/cat_CL167416
L2,Safety Supplies,Mobility Aids,,,https://www.staples.com/Wheelchairs/cat_CL168364
L2,Safety Supplies,Personal Protective Equipment (PPE),,,https://www.staples.com/Personal-Protective-Equipment-PPE/cat_CG1398
L2,Safety Supplies,Hard Hats,,,https://www.staples.com/Hard-Hats-Safety-Helmets/cat_CL167013
L2,Safety Supplies,Respiratory Protection,,,https://www.staples.com/Face-Masks-Respirators/cat_CL167000
L2,Safety Supplies,Ear Plugs & Hearing Protection,,,https://www.staples.com/Ear-Protection/cat_CL167051
L2,Safety Supplies,Protective Clothing & Workwear,,,https://www.staples.com/Workwear-Rainwear/cat_DP9817
L2,Safety Supplies,Shoe Covers,,,https://www.staples.com/Footwear-Covers/cat_CL167041
L2,Safety Supplies,Beard & Hair Nets,,,https://www.staples.com/Beard-Hair-Nets/cat_CL167295
L2,Safety Supplies,Coveralls,,,https://www.staples.com/Coveralls-Overalls/cat_CL214831
L2,Safety Supplies,Fire Extinguishers,,,https://www.staples.com/Fire-Extinguishers/cat_CL166489
L2,Safety Supplies,Smoke/CO2 Detectors,,,https://www.staples.com/Smoke-Alarms-Carbon-Monoxide-Detectors/cat_CL169139
L2,Safety Supplies,Signage,,,https://www.staples.com/Safety-Signs/cat_CL167011
L2,Safety Supplies,Stanchions & Barricades,,,https://www.staples.com/Stanchions-Barricades/cat_CL354515
L2,Safety Supplies,Traffic Cones,,,https://www.staples.com/Traffic-Cones/cat_CL354521
L2,Safety Supplies,Spill Kits & Containment,,,https://www.staples.com/Spill-Containment-Sorbents/cat_CL165294
L2,Safety Supplies,Labor Law Posters,,,https://www.staples.com/Labor-Law-Posters/cat_CL140895
L2,Safety Supplies,Safety Labels & Tags,,,https://www.staples.com/Safety-Labels-Tags/cat_CL212203
L2,Safety Supplies,Meeting & Presentation Supplies,,,https://www.staples.com/Meeting-Presentation-Supplies/cat_CG3720
L2,Safety Supplies,cleaning maintenance,,,https://www.staples.com/cleaning-maintenance/cat_CG1238
L2,Safety Supplies,Waste Recycling Products,,,https://www.staples.com/Waste-Recycling-Products/cat_CG2827
L2,Safety Supplies,natural cleaning supplies,,,https://www.staples.com/natural-cleaning-supplies/cat_CG350171
L2,Safety Supplies,Laundry Room Supplies,,,https://www.staples.com/Laundry-Room-Supplies/cat_CG3735
L2,Safety Supplies,Floor Carpet Cleaning Equipment,,,https://www.staples.com/Floor-Carpet-Cleaning-Equipment/cat_CG3924
L2,Safety Supplies,Dish Warewash Care,,,https://www.staples.com/dishwashing/cat_CG3925
L2,Safety Supplies,Facility Maintenance,,,https://www.staples.com/Facility-Maintenance/cat_CG3929
L1,School Supplies,,,,https://www.staples.com/School-Supplies/cat_SC350235
L2,School Supplies,Teacher & Classroom Supplies,,,https://www.staples.com/education/cat_SC1686
L2,School Supplies,Preschool Supplies,,,https://www.staples.com/preschool-supplies/cat_CG350600
L3,School Supplies,Preschool Supplies,Pretend Play & Dress up,,https://www.staples.com/Pretend-Play-Dress-Up/cat_CL206883
L3,School Supplies,Preschool Supplies,Rest Mats,,https://www.staples.com/Rest-Mats/cat_CL219723
L3,School Supplies,Preschool Supplies,School Chalk,,https://www.staples.com/Chalk/cat_CL110502
L3,School Supplies,Preschool Supplies,Kids Scissors,,https://www.staples.com/Kids-Scissors/cat_CL354151
L3,School Supplies,Preschool Supplies,School Crayons,,https://www.staples.com/School-Crayons/cat_CL354150
L3,School Supplies,Preschool Supplies,Kids' Paint,,https://www.staples.com/Kids-Paint/cat_CL354146
L3,School Supplies,Preschool Supplies,School Glue & Glue Sticks,,https://www.staples.com/School-Glue-Glue-Sticks/cat_CL354134
L3,School Supplies,Preschool Supplies,Classroom Paper for School,,https://www.staples.com/Classroom-Paper-for-School/cat_CL354001
L3,School Supplies,Preschool Supplies,Preschool Handwriting Supplies,,https://www.staples.com/Preschool-Handwriting-Supplies/cat_CL354249
L3,School Supplies,Preschool Supplies,Learning Toys,,https://www.staples.com/Learning-Toys/cat_CL354248
L3,School Supplies,Preschool Supplies,Preschool Learning Games,,https://www.staples.com/Preschool-Learning-Games/cat_CL354247
L3,School Supplies,Preschool Supplies,Classroom Carpet Spots,,https://www.staples.com/Classroom-Carpet-Spots/cat_CL354246
L3,School Supplies,Preschool Supplies,Musical Instruments,,https://www.staples.com/Musical-Instruments/cat_CL207326
L3,School Supplies,Preschool Supplies,Dolls & Dollhouses,,https://www.staples.com/Dolls-Dollhouses/cat_CL212627
L3,School Supplies,Preschool Supplies,Stuffed Animals & Puppets,,https://www.staples.com/Stuffed-Animals-Puppets/cat_CL206872
L3,School Supplies,Preschool Supplies,Outdoor Play,,https://www.staples.com/Outdoor-Play/cat_CL354242
L3,School Supplies,Preschool Supplies,School Games & Puzzles,,https://www.staples.com/school-games-puzzles-toys/cat_DP353570
L3,School Supplies,Preschool Supplies,Letters & Numbers,,https://www.staples.com/Letters-Numbers/cat_CL207283
L3,School Supplies,Preschool Supplies,Preschool Educational Toys,,https://www.staples.com/preschool-educational-stem-toys/cat_CL212812/hhdum
L2,School Supplies,Elementary Supplies,,,https://www.staples.com/elementary-school-supplies/cat_CG350606
L3,School Supplies,Elementary Supplies,Composition Notebooks,,https://www.staples.com/composition-notebooks/cat_CL165557/o4s1q
L3,School Supplies,Elementary Supplies,Subject Notebooks,,https://www.staples.com/subject-notebooks/cat_CL165557/l782r
L3,School Supplies,Elementary Supplies,Pencil Cases & Pouches,,https://www.staples.com/Pencil-Cases-Pouches/cat_CL141253
L3,School Supplies,Elementary Supplies,Classroom Scissors,,https://www.staples.com/Kid-s-Scissors/cat_CL10504/87guc
L3,School Supplies,Elementary Supplies,Dry Erase Markers for School,,https://www.staples.com/Dry-Erase-Markers-for-School/cat_CL354058
L3,School Supplies,Elementary Supplies,School Dry Erase Boards,,https://www.staples.com/School-Dry-Erase-Boards/cat_CL354213
L3,School Supplies,Elementary Supplies,Teaching Supplies,,https://www.staples.com/teaching-supplies/cat_DP353497
L3,School Supplies,Elementary Supplies,Classroom Cleaning Supplies,,https://www.staples.com/classroom-cleaning-supplies/cat_DP353507
L3,School Supplies,Elementary Supplies,STEM Education Supplies,,https://www.staples.com/stem-education-supplies/cat_DP353505
L3,School Supplies,Elementary Supplies,Lesson Plan & Grade Books,,https://www.staples.com/Lesson-Plans-Grade-Books/cat_CL207302
L3,School Supplies,Elementary Supplies,School Headphones,,https://www.staples.com/School-Headphones/cat_CL354216
L2,School Supplies,Middle School Supplies,,,https://www.staples.com/middle-school-supplies/cat_CG350612
L3,School Supplies,Middle School Supplies,Locker Accessories,,https://www.staples.com/Locker-Accessories/cat_CL350826
L3,School Supplies,Middle School Supplies,Notebook Paper,,https://www.staples.com/Notebook-Paper/cat_CL354005
L3,School Supplies,Middle School Supplies,Classroom Essentials,,https://www.staples.com/classroom-essentials/cat_CG350601
L3,School Supplies,Middle School Supplies,Student Laptops,,https://www.staples.com/student-laptops/cat_CL167289/h44a9
L2,School Supplies,High School Supplies,,,https://www.staples.com/high-school-supplies/cat_CG350614
L3,School Supplies,High School Supplies,Locker Accessories,,https://www.staples.com/Locker-Accessories/cat_CL354250
L3,School Supplies,High School Supplies,Smart Notebooks,,https://www.staples.com/smart-notebooks/cat_CL165557/hxnps
L3,School Supplies,High School Supplies,Lab Notebooks,,https://www.staples.com/Lab-Notebooks-Recorders-Dataloggers/cat_CL215478
L2,School Supplies,College Supplies,,,https://www.staples.com/college-supplies/cat_CG350616
L3,School Supplies,College Supplies,Computer & Accessories for School,,https://www.staples.com/computers-accessories-for-school/cat_DP353494
L3,School Supplies,College Supplies,Printers & Scanners for School,,https://www.staples.com/printers-scanners-for-school/cat_DP353500
L3,School Supplies,College Supplies,Subject Notebooks,,https://www.staples.com/Subject-Notebooks/cat_CL354049
L3,School Supplies,College Supplies,Floor Lamps,,https://www.staples.com/Floor-Lamps/cat_CL216710
L3,School Supplies,College Supplies,Blankets & Throws,,https://www.staples.com/Blankets-Throws/cat_CL168612
L3,School Supplies,College Supplies,Wall Art,,https://www.staples.com/Wall-Art-Decor/cat_CL140795
L3,School Supplies,College Supplies,Mini Fridge,,https://www.staples.com/Refrigerators/cat_CL140861
L3,School Supplies,College Supplies,Countertop Microwaves,,https://www.staples.com/Microwaves/cat_CL141070
L3,School Supplies,College Supplies,Blenders,,https://www.staples.com/Blenders-Food-Processors/cat_CL166367
L3,School Supplies,College Supplies,Toasters,,https://www.staples.com/Toaster-Ovens/cat_CL210338
L3,School Supplies,College Supplies,"Laundry Baskets, Hampers & Sorters",,https://www.staples.com/Laundry-Baskets-Hampers-Sorters/cat_CL168188
L3,School Supplies,College Supplies,Stain Removers,,https://www.staples.com/Laundry-Stain-Removers/cat_CL354277
L3,School Supplies,College Supplies,Sketchbooks,,https://www.staples.com/Sketch-Pads-Books/cat_CL167639
L3,School Supplies,College Supplies,Graphic Tablets,,https://www.staples.com/Graphic-Tablets/cat_CL163234
L3,School Supplies,College Supplies,Art Portfolios & Craft Storage,,https://www.staples.com/Art-Portfolios-Craft-Storage/cat_CL166121
L3,School Supplies,College Supplies,Lab Coats,,https://www.staples.com/Lab-Coats/cat_CL168217/7xoa1
L3,School Supplies,College Supplies,Drafting Supplies,,https://www.staples.com/Drafting-Supplies/cat_CL100100
L3,School Supplies,College Supplies,Flash Cards,,https://www.staples.com/Flash-Cards/cat_CL207266
L3,School Supplies,College Supplies,Journals & Diaries,,https://www.staples.com/Journals-Diaries/cat_CL166390
L3,School Supplies,College Supplies,Stethoscopes,,https://www.staples.com/Stethoscopes/cat_CL162003
L3,School Supplies,College Supplies,Voice Recorders,,https://www.staples.com/Voice-Recorders/cat_CL140515
L3,School Supplies,College Supplies,Chargers & Charging Cables,,https://www.staples.com/Chargers-Charging-Cables/cat_CL162051
L2,School Supplies,School Art,,,https://www.staples.com/school-art-supplies/cat_CG350597
L3,School Supplies,School Art,Colored Pencils,,https://www.staples.com/Drawing-Colored-Pencils/cat_CL221589
L3,School Supplies,School Art,Canvas & Art Boards for the Classroom,,https://www.staples.com/Canvas-Art-Boards-for-the-Classroom/cat_CL354154
L3,School Supplies,School Art,Drawing Supplies,,https://www.staples.com/Drawing-Tools-Supplies/cat_CL110202
L3,School Supplies,School Art,Coloring Books,,https://www.staples.com/Coloring-Books/cat_CL219108
L3,School Supplies,School Art,Cardstock,,https://www.staples.com/Card-Stock/cat_CL214438
L3,School Supplies,School Art,Drafting Supplies,,https://www.staples.com/Drafting-Supplies/cat_CL100100
L3,School Supplies,School Art,Stamps & Stencils,,https://www.staples.com/Stamps-Stencils/cat_CL166122
L3,School Supplies,School Art,Art Brushes,,https://www.staples.com/Art-Brushes/cat_CL218950
L3,School Supplies,School Art,Craft Sticks,,https://www.staples.com/craft-sticks/cat_CL142735/hk6d4
L3,School Supplies,School Art,School Chalk,,https://www.staples.com/School-Chalk/cat_CL354141
L3,School Supplies,School Art,Art Class Paints,,https://www.staples.com/Art-Class-Paint/cat_CL354147
L3,School Supplies,School Art,Air Dry & Modeling Clay,,https://www.staples.com/air-dry-and-modeling-clay/cat_CL142735/6z9mk
L2,School Supplies,School Tech,,,https://www.staples.com/school-tech/cat_CG350603
L3,School Supplies,School Tech,School Audio Equipment,,https://www.staples.com/school-audio-equipment/cat_DP353501
L3,School Supplies,School Tech,AV & Media Carts,,https://www.staples.com/a-v-carts/cat_CL142173/664io
L3,School Supplies,School Tech,Portable Hard Drives for School,,https://www.staples.com/portable-hard-drives-for-school/cat_DP353495
L3,School Supplies,School Tech,Digital Notebooks,,https://www.staples.com/Digital-Notebooks-Accessories/cat_CL354964
L3,School Supplies,School Tech,Tablet Cases & Keyboards,,https://www.staples.com/Tablet-iPad-Cases-Covers-Keyboards/cat_CL166405
L3,School Supplies,School Tech,Cables,,https://www.staples.com/Cables/cat_CL140452
L3,School Supplies,School Tech,Student Power Banks,,https://www.staples.com/Student-Power-Banks/cat_CL354214
L2,School Supplies,School Bags & Lunch Boxes,,,https://www.staples.com/school-bags-lunch-boxes/cat_CG350602
L3,School Supplies,School Bags & Lunch Boxes,Backpacks,,https://www.staples.com/Backpacks/cat_CL142745
L3,School Supplies,School Bags & Lunch Boxes,Lunch Boxes & Bags,,https://www.staples.com/Lunch-Bags-Boxes/cat_CL165124
L3,School Supplies,School Bags & Lunch Boxes,Water Bottles & Tumblers,,https://www.staples.com/Water-Bottles-Tumblers-Travel-Mugs/cat_CL354650
L3,School Supplies,School Bags & Lunch Boxes,Laptop Bags,,https://www.staples.com/Laptop-Bags/cat_CL140978
L3,School Supplies,School Bags & Lunch Boxes,Messenger Bags,,https://www.staples.com/Messenger-Bags/cat_CL142738
L3,School Supplies,School Bags & Lunch Boxes,College Backpacks,,https://www.staples.com/College-Backpacks/cat_CL354143
L3,School Supplies,School Bags & Lunch Boxes,Gym Bags & Duffel Bags,,https://www.staples.com/Sport-Duffel-Bags/cat_CL167328
L3,School Supplies,School Bags & Lunch Boxes,School Rolling Backpacks,,https://www.staples.com/School-Rolling-Backpacks/cat_CL354164
L3,School Supplies,School Bags & Lunch Boxes,Paper Lunch Bags,,https://www.staples.com/Paper-Lunch-Bags/cat_CL354168
L3,School Supplies,School Bags & Lunch Boxes,School Laptop Backpacks,,https://www.staples.com/School-Laptop-Backpacks/cat_CL354144
L2,School Supplies,Learning at Home,,,https://www.staples.com/learning-at-home/cat_CG350598
L1,Shipping & Moving Supplies,,,,https://www.staples.com/Shipping-Packing-Mailing-Supplies/cat_SC5585
L2,Shipping & Moving Supplies,Bubble Mailers,,,https://www.staples.com/bubble-wrap-envelopes/cat_CL142648/u3q5u
L2,Shipping & Moving Supplies,Padded Mailers,,,https://www.staples.com/padded-envelopes/cat_CL142648/c33f8
L2,Shipping & Moving Supplies,Poly Mailers,,,https://www.staples.com/mailers/cat_CL142648/4kq7b
L2,Shipping & Moving Supplies,Packing Tape,,,https://www.staples.com/Packing-Tape/cat_CL140631
L2,Shipping & Moving Supplies,Packing Tape Dispensers,,,https://www.staples.com/Packing-Tape-Dispensers/cat_CL350620
L2,Shipping & Moving Supplies,Labels,,,https://www.staples.com/Labels/cat_CL142725
L2,Shipping & Moving Supplies,Postal Scales,,,https://www.staples.com/Postal-Scales-Meters/cat_CL141867
L2,Shipping & Moving Supplies,Shipping & Packing Supplies,,,https://www.staples.com/Shipping-Supplies/cat_CG1257
L3,Shipping & Moving Supplies,Shipping & Packing Supplies,Cushioning & Void Fill,,https://www.staples.com/Cushioning-Void-Fill/cat_DP350126
L3,Shipping & Moving Supplies,Shipping & Packing Supplies,Corrugated Boxes & Pads,,https://www.staples.com/Corrugated-Boxes-Pads/cat_DP350125
L3,Shipping & Moving Supplies,Shipping & Packing Supplies,Strapping & Strapping Equipment,,https://www.staples.com/Strapping-Strapping-Equipment/cat_DP350130
L3,Shipping & Moving Supplies,Shipping & Packing Supplies,Desiccants & Cold Packs,,https://www.staples.com/Desiccants-Cold-Packs/cat_DP350275
L3,Shipping & Moving Supplies,Shipping & Packing Supplies,Stretch & Shrink Film,,https://www.staples.com/Stretch-Shrink-Film/cat_DP350131
L3,Shipping & Moving Supplies,Shipping & Packing Supplies,Poly Bags & Tubing,,https://www.staples.com/Poly-Bags-Tubing/cat_DP10030
L3,Shipping & Moving Supplies,Shipping & Packing Supplies,Package Identification & Indicators,,https://www.staples.com/Package-Identification-Indicators/cat_DP350280
L3,Shipping & Moving Supplies,Shipping & Packing Supplies,Packing Tape & Dispensers,,https://www.staples.com/Packing-Tape-Dispensers/cat_DP350281
L3,Shipping & Moving Supplies,Shipping & Packing Supplies,Packing Peanuts,,https://www.staples.com/Packing-Peanuts/cat_CL141645
L3,Shipping & Moving Supplies,Shipping & Packing Supplies,Labels,,https://www.staples.com/Labels/cat_CL142725
L2,Shipping & Moving Supplies,Corrugated Mailers,,,https://www.staples.com/Corrugated-Mailers/cat_CL141997
L2,Shipping & Moving Supplies,Shippers,,,https://www.staples.com/Shippers/cat_CL350280
L2,Shipping & Moving Supplies,Mailing Tubes,,,https://www.staples.com/Mailing-Tubes/cat_CL141868
L2,Shipping & Moving Supplies,Cushioning & Void Fill,,,https://www.staples.com/Cushioning-Void-Fill/cat_DP350126
L2,Shipping & Moving Supplies,Bubble Rolls,,,https://www.staples.com/Bubble-Rolls/cat_CL350310
L2,Shipping & Moving Supplies,Packing Paper Rolls,,,https://www.staples.com/Packing-Paper-Rolls/cat_CL350314
L2,Shipping & Moving Supplies,Poly Bags,,,https://www.staples.com/Poly-Bags/cat_CL350297
L2,Shipping & Moving Supplies,Mailing Supplies,,,https://www.staples.com/mailing-supplies/cat_CG16
L3,Shipping & Moving Supplies,Mailing Supplies,Mailers,,https://www.staples.com/Mailers/cat_CL142648
L3,Shipping & Moving Supplies,Mailing Supplies,Literature & Mail Sorters,,https://www.staples.com/Literature-Mail-Sorters/cat_CL141866
L3,Shipping & Moving Supplies,Mailing Supplies,Finger Pads & Moisteners,,https://www.staples.com/Finger-Pads-Moisteners/cat_CL141635
L3,Shipping & Moving Supplies,Mailing Supplies,Postal Scales & Meters,,https://www.staples.com/Postal-Scales-Meters/cat_CL141867
L3,Shipping & Moving Supplies,Mailing Supplies,Letter Openers,,https://www.staples.com/Letter-Openers/cat_CL10500
L3,Shipping & Moving Supplies,Mailing Supplies,Postage Stamps,,https://www.staples.com/Postage-Stamps/cat_CL354846
L3,Shipping & Moving Supplies,Mailing Supplies,Paper Folding Machines & Joggers,,https://www.staples.com/Paper-Folding-Machines-Joggers/cat_CL140639
L3,Shipping & Moving Supplies,Mailing Supplies,Mailing Tubes,,https://www.staples.com/Mailing-Tubes/cat_CL141868
L3,Shipping & Moving Supplies,Mailing Supplies,String & Twine,,https://www.staples.com/Rope-String-Twine/cat_CL141640
L2,Shipping & Moving Supplies,Strapping & Strapping Equipment,,,https://www.staples.com/Strapping-Strapping-Equipment/cat_DP350130
L2,Shipping & Moving Supplies,Desiccants & Cold Packs,,,https://www.staples.com/Desiccants-Cold-Packs/cat_DP350275
L2,Shipping & Moving Supplies,Stretch & Shrink Film,,,https://www.staples.com/Stretch-Shrink-Film/cat_DP350131
L2,Shipping & Moving Supplies,Poly Bags & Tubing,,,https://www.staples.com/Poly-Bags-Tubing/cat_DP10030
L2,Shipping & Moving Supplies,Shipping & Packing Dispensers,,,https://www.staples.com/Shipping-Packing-Dispensers/cat_CL350319
L2,Shipping & Moving Supplies,Moving Supplies,,,https://www.staples.com/Moving-Supplies/cat_CL221465
L2,Shipping & Moving Supplies,Packing List Envelopes,,,https://www.staples.com/Packing-List-Envelopes/cat_CL141896
L2,Shipping & Moving Supplies,Shipping Tags & Seals,,,https://www.staples.com/Shipping-Tags-Seals/cat_CL167807
L2,Shipping & Moving Supplies,Damage Indicators,,,https://www.staples.com/Damage-Indicators/cat_CL350290
L2,Shipping & Moving Supplies,Postage Stamps,,,https://www.staples.com/Postage-Stamps/cat_CL354846
L2,Shipping & Moving Supplies,Mailers,,,https://www.staples.com/Mailers/cat_CL142648
L2,Shipping & Moving Supplies,Envelopes,,,https://www.staples.com/Envelopes/cat_CL142681
L2,Shipping & Moving Supplies,Safety Cutters,,,https://www.staples.com/Box-Cutters-Utility-Knives/cat_CL163583
L2,Shipping & Moving Supplies,Hand Trucks & Dollies,,,https://www.staples.com/Hand-Trucks-Dollies/cat_CL167060
L2,Shipping & Moving Supplies,Layer Pads,,,https://www.staples.com/Layer-Pads/cat_CL350281
L2,Shipping & Moving Supplies,Edge Protectors,,,https://www.staples.com/Edge-Protectors/cat_CL218877
